time,stimulus,condition,decision,neuron_0,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49
485,1.0,1.0,2.0,0.0,0.0,1.0,18.0,6.0,0.0,0.0,0.0,6.0,12.0,9.0,0.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,11.0,10.0,8.0,0.0,0.0,0.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,11.0,14.0,4.0,0.0
486,1.0,1.0,2.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,0.0,4.0,10.0,11.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,0.0,0.0,0.0,4.0,7.0,8.0,0.0
487,3.0,1.0,2.0,0.0,0.0,5.0,14.0,6.0,0.0,0.0,0.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0
488,3.0,1.0,2.0,0.0,0.0,11.0,5.0,8.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,1.0,9.0,9.0,3.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,5.0,10.0,3.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0
489,2.0,1.0,1.0,0.0,0.0,5.0,8.0,10.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,8.0,10.0,2.0,0.0,0.0,0.0,6.0,17.0,6.0,0.0,0.0,0.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,8.0,19.0,1.0,0.0,0.0,0.0,3.0,4.0,9.0,0.0
490,3.0,1.0,2.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,9.0,6.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,9.0,12.0,4.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0
491,1.0,1.0,1.0,0.0,0.0,9.0,13.0,7.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,1.0,5.0,14.0,3.0,0.0,0.0,0.0,6.0,11.0,2.0,0.0,0.0,0.0,5.0,11.0,5.0,0.0,0.0,0.0,1.0,12.0,10.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,8.0,11.0,5.0,0.0
492,2.0,1.0,1.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,2.0,6.0,10.0,2.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,11.0,17.0,1.0,0.0,0.0,0.0,12.0,4.0,6.0,0.0
493,1.0,1.0,1.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,0.0,2.0,11.0,12.0,0.0,0.0,0.0,1.0,5.0,10.0,1.0,0.0,0.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,3.0,14.0,4.0,0.0,0.0,0.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,8.0,17.0,4.0,0.0
494,1.0,1.0,2.0,0.0,0.0,8.0,13.0,6.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,0.0,0.0,0.0,9.0,14.0,6.0,0.0,0.0,0.0,2.0,13.0,10.0,0.0,0.0,0.0,0.0,9.0,11.0,5.0,0.0,0.0,0.0,6.0,5.0,7.0,0.0
495,3.0,1.0,2.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0
496,2.0,1.0,2.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0,4.0,11.0,7.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,5.0,9.0,8.0,0.0
497,3.0,1.0,1.0,0.0,0.0,7.0,11.0,5.0,0.0,0.0,0.0,5.0,19.0,5.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,9.0,8.0,11.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,0.0
498,3.0,1.0,1.0,0.0,0.0,6.0,10.0,8.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,0.0,0.0,6.0,13.0,5.0,0.0
499,2.0,1.0,1.0,0.0,0.0,11.0,6.0,3.0,0.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,6.0,11.0,2.0,0.0,0.0,0.0,12.0,11.0,2.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0
500,1.0,1.0,1.0,0.0,0.0,9.0,11.0,2.0,0.0,0.0,0.0,2.0,12.0,8.0,0.0,0.0,0.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,5.0,14.0,9.0,0.0,0.0,0.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,12.0,5.0,0.0
501,1.0,1.0,1.0,0.0,0.0,10.0,13.0,2.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,0.0,0.0,3.0,13.0,9.0,0.0,0.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,5.0,15.0,4.0,0.0
502,2.0,1.0,1.0,0.0,0.0,13.0,13.0,5.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,2.0,11.0,11.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,4.0,15.0,5.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,1.0,10.0,8.0,1.0,0.0,0.0,0.0,11.0,10.0,3.0,0.0
503,1.0,1.0,2.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,0.0,11.0,17.0,9.0,0.0,0.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,9.0,7.0,5.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,1.0,9.0,13.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0
504,2.0,1.0,2.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,4.0,13.0,7.0,0.0,0.0,0.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,4.0,15.0,6.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,9.0,11.0,4.0,0.0
505,2.0,1.0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,5.0,13.0,3.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,5.0,12.0,6.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0
506,3.0,1.0,2.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,7.0,11.0,3.0,0.0,0.0,0.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,1.0,0.0
507,2.0,1.0,1.0,0.0,0.0,8.0,13.0,1.0,0.0,0.0,0.0,13.0,9.0,2.0,0.0,0.0,0.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0
508,3.0,1.0,1.0,0.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,2.0,12.0,8.0,0.0,0.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,0.0
509,1.0,1.0,2.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,4.0,12.0,8.0,0.0,0.0,0.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,0.0,0.0,7.0,12.0,4.0,0.0,0.0,0.0,4.0,17.0,5.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0
510,1.0,1.0,1.0,0.0,0.0,10.0,5.0,3.0,0.0,0.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,9.0,12.0,2.0,0.0
511,1.0,1.0,2.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,4.0,10.0,10.0,0.0,0.0,0.0,5.0,14.0,7.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,4.0,12.0,5.0,0.0,0.0,0.0,3.0,9.0,5.0,1.0,0.0,0.0,0.0,7.0,8.0,2.0,0.0
512,1.0,1.0,2.0,0.0,0.0,9.0,19.0,2.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,3.0,12.0,11.0,0.0,0.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,0.0,4.0,9.0,8.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0
513,3.0,1.0,2.0,0.0,0.0,9.0,9.0,5.0,0.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,0.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,1.0,0.0
514,1.0,1.0,1.0,0.0,0.0,9.0,8.0,6.0,0.0,0.0,0.0,7.0,7.0,13.0,0.0,0.0,0.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,0.0,4.0,12.0,5.0,0.0,0.0,0.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,9.0,13.0,2.0,0.0
515,2.0,1.0,2.0,0.0,0.0,8.0,18.0,1.0,0.0,0.0,0.0,6.0,12.0,6.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,4.0,15.0,6.0,0.0,0.0,0.0,1.0,9.0,11.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0
516,2.0,1.0,2.0,0.0,0.0,8.0,9.0,3.0,0.0,0.0,0.0,6.0,5.0,8.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,2.0,7.0,14.0,1.0,0.0,0.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,1.0,10.0,13.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0
517,2.0,1.0,2.0,0.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,8.0,10.0,7.0,0.0,0.0,0.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,3.0,9.0,9.0,0.0,0.0,0.0,2.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
518,3.0,1.0,1.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,8.0,9.0,6.0,0.0,0.0,0.0,2.0,9.0,8.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0,0.0,0.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,13.0,2.0,0.0
519,1.0,1.0,1.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,7.0,11.0,2.0,0.0,0.0,0.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,2.0,0.0
520,1.0,1.0,2.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0
521,1.0,1.0,1.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,0.0
522,3.0,1.0,1.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,8.0,18.0,3.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,4.0,13.0,2.0,0.0
523,2.0,1.0,1.0,0.0,0.0,8.0,9.0,3.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0
524,2.0,1.0,1.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,7.0,13.0,3.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,6.0,14.0,7.0,0.0,0.0,0.0,3.0,11.0,12.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0
525,1.0,1.0,1.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,7.0,14.0,1.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,0.0
526,2.0,1.0,1.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,0.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,7.0,14.0,6.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,14.0,7.0,2.0,0.0
527,2.0,1.0,1.0,0.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,9.0,12.0,7.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,3.0,8.0,9.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0
528,3.0,1.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,0.0,0.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0
529,3.0,1.0,1.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,6.0,14.0,3.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0
530,3.0,1.0,1.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,7.0,8.0,5.0,0.0,0.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,4.0,13.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0
531,3.0,1.0,2.0,0.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,10.0,11.0,6.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,8.0,17.0,3.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,0.0,2.0,14.0,4.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0
532,1.0,1.0,2.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,0.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0
533,3.0,1.0,1.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,0.0,5.0,13.0,6.0,0.0,0.0,0.0,3.0,15.0,11.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,0.0,0.0,0.0,4.0,12.0,3.0,0.0,0.0,0.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0
534,2.0,1.0,2.0,0.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,8.0,10.0,3.0,0.0,0.0,0.0,4.0,13.0,5.0,0.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,0.0
535,1.0,1.0,2.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,11.0,3.0,0.0,0.0,0.0,4.0,9.0,8.0,0.0,0.0,0.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,10.0,11.0,4.0,0.0,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0
536,2.0,1.0,1.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,9.0,6.0,7.0,0.0,0.0,0.0,3.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,0.0
537,2.0,1.0,1.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0,0.0,0.0,0.0,5.0,12.0,6.0,0.0,0.0,0.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,0.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0
538,2.0,1.0,1.0,0.0,2.0,9.0,8.0,1.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,4.0,11.0,10.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,10.0,11.0,6.0,0.0,0.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0
539,3.0,1.0,2.0,0.0,0.0,14.0,4.0,2.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,8.0,12.0,8.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,0.0,9.0,17.0,5.0,0.0,0.0,0.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
540,3.0,1.0,2.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,0.0,0.0,0.0,11.0,6.0,6.0,0.0,0.0,0.0,3.0,13.0,8.0,0.0,0.0,0.0,0.0,12.0,9.0,1.0,0.0,0.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,3.0,7.0,9.0,0.0,0.0
541,1.0,1.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,4.0,14.0,4.0,0.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,8.0,4.0,3.0,0.0,0.0,0.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0
542,1.0,1.0,1.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,0.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,6.0,11.0,7.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0
543,3.0,1.0,1.0,0.0,3.0,7.0,16.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,5.0,10.0,8.0,0.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,0.0,1.0,10.0,11.0,0.0,0.0
544,2.0,1.0,2.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,0.0,0.0,0.0,4.0,14.0,4.0,0.0,0.0,0.0,5.0,12.0,5.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,3.0,13.0,5.0,0.0,0.0,0.0,3.0,7.0,9.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0
545,1.0,1.0,2.0,0.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,4.0,13.0,10.0,0.0,0.0,0.0,1.0,9.0,13.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,2.0,7.0,8.0,0.0,0.0
546,3.0,1.0,2.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,6.0,11.0,8.0,0.0,0.0,0.0,1.0,4.0,11.0,2.0,0.0,0.0,0.0,14.0,13.0,7.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0
547,3.0,1.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0,0.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,11.0,14.0,2.0,0.0,0.0,0.0,9.0,10.0,6.0,0.0,0.0,0.0,4.0,9.0,8.0,0.0,0.0
